Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
984,2,2015-06-23,4548,609,1,0,0,0
988,2,2015-06-23,4663,925,1,0,0,0
993,2,2015-06-23,7371,721,1,0,0,0
1020,2,2015-06-23,7412,952,1,0,0,0
1029,2,2015-06-23,4754,793,1,0,0,0
1041,2,2015-06-23,4659,586,1,0,0,0
1046,2,2015-06-23,6790,550,1,0,0,0
1067,2,2015-06-23,4870,443,1,0,0,0
1070,2,2015-06-23,5625,738,1,0,0,0
1088,2,2015-06-23,4490,426,1,0,0,0
1097,2,2015-06-23,9237,2258,1,0,0,0
1109,2,2015-06-23,3744,405,1,0,0,0
11,1,2015-06-22,6155,962,1,0,0,0
32,1,2015-06-22,3619,473,1,0,0,0
45,1,2015-06-22,4043,341,1,0,0,0
52,1,2015-06-22,4364,346,1,0,0,0
57,1,2015-06-22,6870,752,1,0,0,0
71,1,2015-06-22,7875,646,1,0,0,0
87,1,2015-06-22,5472,812,1,0,0,0
89,1,2015-06-22,6401,662,1,0,0,0
97,1,2015-06-22,5800,603,1,0,0,0
102,1,2015-06-22,4896,757,1,0,0,0
110,1,2015-06-22,4662,678,1,0,0,0
114,1,2015-06-22,3935,480,1,0,0,0
129,1,2015-06-22,6798,934,1,0,0,0
193,1,2015-06-22,3756,587,1,0,0,0
209,1,2015-06-22,5732,646,1,0,0,0
211,1,2015-06-22,12414,1528,1,0,0,0
219,1,2015-06-22,2811,378,1,0,0,0
221,1,2015-06-22,5103,536,1,0,0,0
232,1,2015-06-22,2216,234,1,0,0,0
266,1,2015-06-22,4065,538,1,0,0,0
275,1,2015-06-22,5822,614,1,0,0,0
276,1,2015-06-22,3208,478,1,0,0,0
290,1,2015-06-22,6295,582,1,0,0,0
293,1,2015-06-22,4954,696,1,0,0,0
297,1,2015-06-22,5619,635,1,0,0,0
307,1,2015-06-22,2026,262,1,0,0,0
319,1,2015-06-22,6311,697,1,0,0,0
320,1,2015-06-22,13287,1875,1,0,0,0
324,1,2015-06-22,5170,700,1,0,0,0
333,1,2015-06-22,8220,1149,1,0,0,0
347,1,2015-06-22,4245,389,1,0,0,0
355,1,2015-06-22,7785,1047,1,0,0,0
356,1,2015-06-22,5183,422,1,0,0,0
362,1,2015-06-22,7957,1059,1,0,0,0
366,1,2015-06-22,4543,496,1,0,0,0
368,1,2015-06-22,6698,609,1,0,0,0
372,1,2015-06-22,8564,709,1,0,0,0
381,1,2015-06-22,8470,1016,1,0,0,0
382,1,2015-06-22,6107,524,1,0,0,0
399,1,2015-06-22,5067,555,1,0,0,0
429,1,2015-06-22,4608,393,1,0,0,0
436,1,2015-06-22,4707,574,1,0,0,0
452,1,2015-06-22,4048,411,1,0,0,0
468,1,2015-06-22,4356,552,1,0,0,0
478,1,2015-06-22,6029,681,1,0,0,0
495,1,2015-06-22,4064,357,1,0,0,0
526,1,2015-06-22,8183,1228,1,0,0,0
529,1,2015-06-22,6922,741,1,0,0,0
530,1,2015-06-22,5158,889,1,0,0,0
540,1,2015-06-22,5924,403,1,0,0,0
546,1,2015-06-22,13632,1690,1,0,0,0
582,1,2015-06-22,5199,684,1,0,0,0
594,1,2015-06-22,3863,465,1,0,0,0
595,1,2015-06-22,13400,1627,1,0,0,0
597,1,2015-06-22,4165,599,1,0,0,0
602,1,2015-06-22,5458,563,1,0,0,0
622,1,2015-06-22,4334,452,1,0,0,0
662,1,2015-06-22,5818,638,1,0,0,0
678,1,2015-06-22,6361,775,1,0,0,0
701,1,2015-06-22,4635,576,1,0,0,0
728,1,2015-06-22,4106,397,1,0,0,0
742,1,2015-06-22,6003,713,1,0,0,0
756,1,2015-06-22,13551,1894,1,0,0,0
766,1,2015-06-22,5379,497,1,0,0,0
782,1,2015-06-22,4600,448,1,0,0,0
783,1,2015-06-22,6140,668,1,0,0,0
793,1,2015-06-22,3801,427,1,0,0,0
799,1,2015-06-22,8319,748,1,0,0,0
811,1,2015-06-22,4022,660,1,0,0,0
812,1,2015-06-22,5461,727,1,0,0,0
815,1,2015-06-22,5911,602,1,0,0,0
823,1,2015-06-22,4891,558,1,0,0,0
825,1,2015-06-22,4232,543,1,0,0,0
831,1,2015-06-22,9790,1280,1,0,0,0
843,1,2015-06-22,7277,947,1,0,0,0
845,1,2015-06-22,3710,276,1,0,0,0
849,1,2015-06-22,7047,764,1,0,0,0
875,1,2015-06-22,3904,386,1,0,0,0
881,1,2015-06-22,3083,452,1,0,0,0
895,1,2015-06-22,7948,871,1,0,0,0
897,1,2015-06-22,2678,308,1,0,0,0
903,1,2015-06-22,10212,742,1,0,0,0
904,1,2015-06-22,4376,437,1,0,0,0
936,1,2015-06-22,5031,679,1,0,0,0
951,1,2015-06-22,6691,641,1,0,0,0
963,1,2015-06-22,9392,928,1,0,0,0
973,1,2015-06-22,6483,834,1,0,0,0
983,1,2015-06-22,5564,773,1,0,0,0
984,1,2015-06-22,4343,584,1,0,0,0
988,1,2015-06-22,5693,957,1,0,0,0
993,1,2015-06-22,6144,657,1,0,0,0
1020,1,2015-06-22,6254,805,1,0,0,0
1029,1,2015-06-22,5922,885,1,0,0,0
1041,1,2015-06-22,5249,609,1,0,0,0
1046,1,2015-06-22,6487,590,1,0,0,0
1067,1,2015-06-22,5115,475,1,0,0,0
1070,1,2015-06-22,5252,700,1,0,0,0
1088,1,2015-06-22,4348,404,1,0,0,0
1097,1,2015-06-22,10381,2587,1,0,0,0
1109,1,2015-06-22,4637,463,1,0,0,0
11,7,2015-06-21,0,0,0,0,0,0
32,7,2015-06-21,0,0,0,0,0,0
45,7,2015-06-21,0,0,0,0,0,0
52,7,2015-06-21,0,0,0,0,0,0
57,7,2015-06-21,0,0,0,0,0,0
71,7,2015-06-21,0,0,0,0,0,0
87,7,2015-06-21,0,0,0,0,0,0
89,7,2015-06-21,0,0,0,0,0,0
97,7,2015-06-21,0,0,0,0,0,0
102,7,2015-06-21,0,0,0,0,0,0
110,7,2015-06-21,0,0,0,0,0,0
114,7,2015-06-21,0,0,0,0,0,0
129,7,2015-06-21,0,0,0,0,0,0
193,7,2015-06-21,0,0,0,0,0,0
209,7,2015-06-21,1897,186,1,0,0,0
211,7,2015-06-21,0,0,0,0,0,0
219,7,2015-06-21,0,0,0,0,0,0
221,7,2015-06-21,0,0,0,0,0,0
232,7,2015-06-21,0,0,0,0,0,0
266,7,2015-06-21,0,0,0,0,0,0
275,7,2015-06-21,0,0,0,0,0,0
276,7,2015-06-21,0,0,0,0,0,0
290,7,2015-06-21,0,0,0,0,0,0
293,7,2015-06-21,0,0,0,0,0,0
297,7,2015-06-21,0,0,0,0,0,0
307,7,2015-06-21,0,0,0,0,0,0
319,7,2015-06-21,0,0,0,0,0,0
320,7,2015-06-21,0,0,0,0,0,0
324,7,2015-06-21,0,0,0,0,0,0
333,7,2015-06-21,0,0,0,0,0,0
347,7,2015-06-21,0,0,0,0,0,0
355,7,2015-06-21,0,0,0,0,0,0
356,7,2015-06-21,0,0,0,0,0,0
362,7,2015-06-21,0,0,0,0,0,0
366,7,2015-06-21,0,0,0,0,0,0
368,7,2015-06-21,0,0,0,0,0,0
372,7,2015-06-21,0,0,0,0,0,0
381,7,2015-06-21,0,0,0,0,0,0
382,7,2015-06-21,0,0,0,0,0,0
399,7,2015-06-21,0,0,0,0,0,0
429,7,2015-06-21,0,0,0,0,0,0
436,7,2015-06-21,0,0,0,0,0,0
452,7,2015-06-21,0,0,0,0,0,0
468,7,2015-06-21,0,0,0,0,0,0
478,7,2015-06-21,0,0,0,0,0,0
495,7,2015-06-21,0,0,0,0,0,0
526,7,2015-06-21,0,0,0,0,0,0
529,7,2015-06-21,0,0,0,0,0,0
530,7,2015-06-21,4002,713,1,0,0,0
540,7,2015-06-21,0,0,0,0,0,0
546,7,2015-06-21,0,0,0,0,0,0
582,7,2015-06-21,0,0,0,0,0,0
594,7,2015-06-21,0,0,0,0,0,0
595,7,2015-06-21,0,0,0,0,0,0
597,7,2015-06-21,0,0,0,0,0,0
602,7,2015-06-21,0,0,0,0,0,0
622,7,2015-06-21,0,0,0,0,0,0
662,7,2015-06-21,0,0,0,0,0,0
678,7,2015-06-21,0,0,0,0,0,0
701,7,2015-06-21,0,0,0,0,0,0
728,7,2015-06-21,0,0,0,0,0,0
742,7,2015-06-21,0,0,0,0,0,0
756,7,2015-06-21,0,0,0,0,0,0
766,7,2015-06-21,0,0,0,0,0,0
782,7,2015-06-21,0,0,0,0,0,0
783,7,2015-06-21,0,0,0,0,0,0
793,7,2015-06-21,0,0,0,0,0,0
799,7,2015-06-21,0,0,0,0,0,0
811,7,2015-06-21,0,0,0,0,0,0
812,7,2015-06-21,0,0,0,0,0,0
815,7,2015-06-21,0,0,0,0,0,0
823,7,2015-06-21,0,0,0,0,0,0
825,7,2015-06-21,0,0,0,0,0,0
831,7,2015-06-21,0,0,0,0,0,0
843,7,2015-06-21,0,0,0,0,0,0
845,7,2015-06-21,0,0,0,0,0,0
849,7,2015-06-21,0,0,0,0,0,0
875,7,2015-06-21,0,0,0,0,0,0
881,7,2015-06-21,0,0,0,0,0,0
895,7,2015-06-21,0,0,0,0,0,0
897,7,2015-06-21,0,0,0,0,0,0
903,7,2015-06-21,0,0,0,0,0,0
904,7,2015-06-21,0,0,0,0,0,0
936,7,2015-06-21,0,0,0,0,0,0
951,7,2015-06-21,0,0,0,0,0,0
963,7,2015-06-21,0,0,0,0,0,0
973,7,2015-06-21,0,0,0,0,0,0
983,7,2015-06-21,0,0,0,0,0,0
984,7,2015-06-21,0,0,0,0,0,0
988,7,2015-06-21,0,0,0,0,0,0
993,7,2015-06-21,0,0,0,0,0,0
1020,7,2015-06-21,0,0,0,0,0,0
1029,7,2015-06-21,0,0,0,0,0,0
1041,7,2015-06-21,0,0,0,0,0,0
1046,7,2015-06-21,0,0,0,0,0,0
1067,7,2015-06-21,0,0,0,0,0,0
1070,7,2015-06-21,0,0,0,0,0,0
1088,7,2015-06-21,0,0,0,0,0,0
1097,7,2015-06-21,12298,2536,1,0,0,0
1109,7,2015-06-21,0,0,0,0,0,0
11,6,2015-06-20,5293,761,1,0,0,0
32,6,2015-06-20,2215,256,1,0,0,0
45,6,2015-06-20,5313,447,1,0,0,0
52,6,2015-06-20,6339,451,1,0,0,0
57,6,2015-06-20,6080,620,1,0,0,0
71,6,2015-06-20,7113,569,1,0,0,0
87,6,2015-06-20,4474,515,1,0,0,0
89,6,2015-06-20,4086,407,1,0,0,0
97,6,2015-06-20,4842,438,1,0,0,0
102,6,2015-06-20,5787,888,1,0,0,0
110,6,2015-06-20,2892,388,1,0,0,0
114,6,2015-06-20,4701,577,1,0,0,0
129,6,2015-06-20,7262,984,1,0,0,0
193,6,2015-06-20,3738,557,1,0,0,0
209,6,2015-06-20,4331,453,1,0,0,0
211,6,2015-06-20,9677,1054,1,0,0,0
219,6,2015-06-20,2232,261,1,0,0,0
221,6,2015-06-20,5062,516,1,0,0,0
232,6,2015-06-20,2953,275,1,0,0,0
266,6,2015-06-20,2126,245,1,0,0,0
275,6,2015-06-20,6382,664,1,0,0,0
276,6,2015-06-20,1760,225,1,0,0,0
290,6,2015-06-20,4393,436,1,0,0,0
293,6,2015-06-20,4590,603,1,0,0,0
297,6,2015-06-20,4674,501,1,0,0,0
307,6,2015-06-20,1201,143,1,0,0,0
319,6,2015-06-20,5550,596,1,0,0,0
320,6,2015-06-20,10441,1630,1,0,0,0
324,6,2015-06-20,1503,203,1,0,0,0
333,6,2015-06-20,8868,1091,1,0,0,0
347,6,2015-06-20,4221,367,1,0,0,0
355,6,2015-06-20,5937,763,1,0,0,0
356,6,2015-06-20,6823,511,1,0,0,0
362,6,2015-06-20,8852,1117,1,0,0,0
366,6,2015-06-20,2736,261,1,0,0,0
368,6,2015-06-20,7548,640,1,0,0,0
372,6,2015-06-20,8681,710,1,0,0,0
381,6,2015-06-20,4816,484,1,0,0,0
382,6,2015-06-20,5831,523,1,0,0,0
399,6,2015-06-20,4437,457,1,0,0,0
429,6,2015-06-20,5086,423,1,0,0,0
436,6,2015-06-20,3713,430,1,0,0,0
452,6,2015-06-20,2777,257,1,0,0,0
468,6,2015-06-20,7418,861,1,0,0,0
478,6,2015-06-20,4163,441,1,0,0,0
495,6,2015-06-20,5363,419,1,0,0,0
526,6,2015-06-20,7169,1044,1,0,0,0
529,6,2015-06-20,6595,682,1,0,0,0
530,6,2015-06-20,4936,846,1,0,0,0
540,6,2015-06-20,7026,469,1,0,0,0
546,6,2015-06-20,12987,1398,1,0,0,0
582,6,2015-06-20,4974,636,1,0,0,0
594,6,2015-06-20,2446,248,1,0,0,0
595,6,2015-06-20,14508,1785,1,0,0,0
597,6,2015-06-20,4861,626,1,0,0,0
602,6,2015-06-20,4772,467,1,0,0,0
622,6,2015-06-20,2823,279,1,0,0,0
662,6,2015-06-20,7618,743,1,0,0,0
678,6,2015-06-20,5767,666,1,0,0,0
701,6,2015-06-20,5645,597,1,0,0,0
728,6,2015-06-20,5963,516,1,0,0,0
742,6,2015-06-20,7474,863,1,0,0,0
756,6,2015-06-20,18820,2771,1,0,0,0
766,6,2015-06-20,7124,620,1,0,0,0
782,6,2015-06-20,4927,468,1,0,0,0
783,6,2015-06-20,5408,553,1,0,0,0
793,6,2015-06-20,4359,445,1,0,0,0
799,6,2015-06-20,9148,830,1,0,0,0
811,6,2015-06-20,3101,561,1,0,0,0
812,6,2015-06-20,3158,394,1,0,0,0
815,6,2015-06-20,5536,573,1,0,0,0
823,6,2015-06-20,3919,399,1,0,0,0
825,6,2015-06-20,5125,592,1,0,0,0
831,6,2015-06-20,9669,1209,1,0,0,0
843,6,2015-06-20,8660,1029,1,0,0,0
845,6,2015-06-20,4571,325,1,0,0,0
849,6,2015-06-20,8732,896,1,0,0,0
875,6,2015-06-20,3102,320,1,0,0,0
881,6,2015-06-20,2212,364,1,0,0,0
895,6,2015-06-20,9322,883,1,0,0,0
897,6,2015-06-20,4100,425,1,0,0,0
903,6,2015-06-20,11546,838,1,0,0,0
904,6,2015-06-20,5393,471,1,0,0,0
936,6,2015-06-20,6280,791,1,0,0,0
951,6,2015-06-20,7724,748,1,0,0,0
963,6,2015-06-20,3303,367,1,0,0,0
973,6,2015-06-20,5123,628,1,0,0,0
983,6,2015-06-20,8285,1113,1,0,0,0
984,6,2015-06-20,6053,743,1,0,0,0
988,6,2015-06-20,4998,1052,1,0,0,0
993,6,2015-06-20,5310,535,1,0,0,0
1020,6,2015-06-20,10115,1161,1,0,0,0
1029,6,2015-06-20,1538,224,1,0,0,0
1041,6,2015-06-20,6054,614,1,0,0,0
1046,6,2015-06-20,6158,533,1,0,0,0
1067,6,2015-06-20,5686,494,1,0,0,0
1070,6,2015-06-20,7446,966,1,0,0,0
1088,6,2015-06-20,3418,311,1,0,0,0
1097,6,2015-06-20,7685,2009,1,0,0,0
1109,6,2015-06-20,3111,283,1,0,0,0
11,5,2015-06-19,6592,969,1,1,0,0
32,5,2015-06-19,5085,532,1,1,0,0
45,5,2015-06-19,5888,449,1,1,0,0
52,5,2015-06-19,7732,501,1,1,0,0
57,5,2015-06-19,9065,875,1,1,0,0
71,5,2015-06-19,9988,812,1,1,0,0
87,5,2015-06-19,6878,797,1,1,0,0
89,5,2015-06-19,6597,662,1,1,0,0
97,5,2015-06-19,7684,802,1,1,0,0
102,5,2015-06-19,6932,936,1,1,0,0
110,5,2015-06-19,4179,560,1,1,0,0
114,5,2015-06-19,5959,621,1,1,0,0
129,5,2015-06-19,8964,1134,1,1,0,0
193,5,2015-06-19,4926,667,1,1,0,0
209,5,2015-06-19,6548,633,1,1,0,0
211,5,2015-06-19,14771,1536,1,1,0,0
219,5,2015-06-19,3434,419,1,1,0,0
221,5,2015-06-19,6578,646,1,1,0,0
232,5,2015-06-19,4707,411,1,1,0,0
266,5,2015-06-19,3846,469,1,1,0,0
275,5,2015-06-19,7917,759,1,1,0,0
276,5,2015-06-19,3622,487,1,1,0,0
290,5,2015-06-19,7262,704,1,1,0,0
293,5,2015-06-19,6206,809,1,1,0,0
297,5,2015-06-19,7808,759,1,1,0,0
307,5,2015-06-19,2916,328,1,1,0,0
319,5,2015-06-19,9015,922,1,1,0,0
320,5,2015-06-19,14194,1954,1,1,0,0
324,5,2015-06-19,5522,625,1,1,0,0
333,5,2015-06-19,9724,1253,1,1,0,0
347,5,2015-06-19,6467,485,1,1,0,0
355,5,2015-06-19,8764,1043,1,1,0,0
356,5,2015-06-19,6802,517,1,1,0,0
362,5,2015-06-19,9421,1120,1,1,0,0
366,5,2015-06-19,6636,624,1,1,0,0
368,5,2015-06-19,11665,831,1,1,0,0
372,5,2015-06-19,11136,840,1,1,0,0
381,5,2015-06-19,10191,973,1,1,0,0
382,5,2015-06-19,8974,748,1,1,0,0
399,5,2015-06-19,6692,627,1,1,0,0
429,5,2015-06-19,6528,494,1,1,0,0
436,5,2015-06-19,6068,654,1,1,0,0
452,5,2015-06-19,5669,501,1,1,0,0
468,5,2015-06-19,6575,689,1,1,0,0
478,5,2015-06-19,6873,719,1,1,0,0
495,5,2015-06-19,7231,512,1,1,0,0
526,5,2015-06-19,11346,1466,1,1,0,0
529,5,2015-06-19,9155,880,1,1,0,0
530,5,2015-06-19,5015,820,1,1,0,0
540,5,2015-06-19,7721,507,1,1,0,0
546,5,2015-06-19,15138,1673,1,1,0,0
582,5,2015-06-19,7641,887,1,1,0,0
594,5,2015-06-19,4422,469,1,1,0,0
595,5,2015-06-19,15686,1808,1,1,0,0
597,5,2015-06-19,5228,756,1,1,0,0
602,5,2015-06-19,7267,634,1,1,0,0
622,5,2015-06-19,4570,448,1,1,0,0
662,5,2015-06-19,10824,866,1,1,0,0
678,5,2015-06-19,7344,831,1,1,0,0
701,5,2015-06-19,6855,642,1,1,0,0
728,5,2015-06-19,5810,513,1,1,0,0
742,5,2015-06-19,9209,900,1,1,0,0
756,5,2015-06-19,17557,2239,1,1,0,0
766,5,2015-06-19,8075,686,1,1,0,0
782,5,2015-06-19,7019,588,1,1,0,0
783,5,2015-06-19,8172,757,1,1,0,0
793,5,2015-06-19,5786,515,1,1,0,0
799,5,2015-06-19,8718,854,1,1,0,0
811,5,2015-06-19,3999,692,1,1,0,0
812,5,2015-06-19,6791,836,1,1,0,0
815,5,2015-06-19,6987,635,1,1,0,0
823,5,2015-06-19,7384,684,1,1,0,0
825,5,2015-06-19,5620,611,1,1,0,0
831,5,2015-06-19,13009,1481,1,1,0,0
843,5,2015-06-19,9807,1082,1,1,0,0
845,5,2015-06-19,7080,436,1,1,0,0
849,5,2015-06-19,9610,888,1,1,0,0
875,5,2015-06-19,6126,509,1,1,0,0
881,5,2015-06-19,4327,559,1,1,0,0
895,5,2015-06-19,10461,931,1,1,0,0
897,5,2015-06-19,3785,415,1,1,0,0
903,5,2015-06-19,13339,874,1,1,0,0
904,5,2015-06-19,6283,454,1,1,0,0
936,5,2015-06-19,6831,823,1,1,0,0
951,5,2015-06-19,9859,826,1,1,0,0
963,5,2015-06-19,10896,974,1,1,0,0
973,5,2015-06-19,7097,877,1,1,0,0
983,5,2015-06-19,8161,1037,1,1,0,0
984,5,2015-06-19,7292,764,1,1,0,0
988,5,2015-06-19,4223,763,1,1,0,0
993,5,2015-06-19,8995,787,1,1,0,0
1020,5,2015-06-19,7985,931,1,1,0,0
1029,5,2015-06-19,5602,788,1,1,0,0
1041,5,2015-06-19,6633,673,1,1,0,0
1046,5,2015-06-19,10614,821,1,1,0,0
1067,5,2015-06-19,6969,575,1,1,0,0
1070,5,2015-06-19,7577,877,1,1,0,0
1088,5,2015-06-19,5831,497,1,1,0,0
1097,5,2015-06-19,10712,2566,1,1,0,0
1109,5,2015-06-19,5119,472,1,1,0,0
11,4,2015-06-18,6637,974,1,1,0,0
32,4,2015-06-18,4152,422,1,1,0,0
45,4,2015-06-18,5481,429,1,1,0,0
52,4,2015-06-18,6839,461,1,1,0,0
57,4,2015-06-18,10350,929,1,1,0,0
71,4,2015-06-18,10215,740,1,1,0,0
87,4,2015-06-18,8593,851,1,1,0,0
89,4,2015-06-18,6127,566,1,1,0,0
97,4,2015-06-18,8395,811,1,1,0,0
102,4,2015-06-18,7126,997,1,1,0,0
110,4,2015-06-18,4354,577,1,1,0,0
114,4,2015-06-18,5549,549,1,1,0,0
129,4,2015-06-18,9152,1066,1,1,0,0
193,4,2015-06-18,4600,678,1,1,0,0
209,4,2015-06-18,6220,627,1,1,0,0
211,4,2015-06-18,15530,1674,1,1,0,0
219,4,2015-06-18,3456,422,1,1,0,0
221,4,2015-06-18,6838,606,1,1,0,0
232,4,2015-06-18,3639,342,1,1,0,0
266,4,2015-06-18,4881,587,1,1,0,0
275,4,2015-06-18,6315,583,1,1,0,0
276,4,2015-06-18,3634,483,1,1,0,0
290,4,2015-06-18,7795,717,1,1,0,0
293,4,2015-06-18,7012,860,1,1,0,0
297,4,2015-06-18,6620,654,1,1,0,0
307,4,2015-06-18,3045,356,1,1,0,0
319,4,2015-06-18,7761,748,1,1,0,0
320,4,2015-06-18,13544,1985,1,1,0,0
324,4,2015-06-18,6087,722,1,1,0,0
333,4,2015-06-18,10805,1311,1,1,0,0
347,4,2015-06-18,5192,399,1,1,0,0
355,4,2015-06-18,8965,1065,1,1,0,0
356,4,2015-06-18,6055,437,1,1,0,0
362,4,2015-06-18,9218,1103,1,1,0,0
366,4,2015-06-18,6190,615,1,1,0,0
368,4,2015-06-18,10709,716,1,1,0,0
372,4,2015-06-18,9694,744,1,1,0,0
381,4,2015-06-18,9772,1047,1,1,0,0
382,4,2015-06-18,10281,775,1,1,0,0
399,4,2015-06-18,5863,539,1,1,0,0
429,4,2015-06-18,5473,400,1,1,0,0
436,4,2015-06-18,5714,612,1,1,0,0
452,4,2015-06-18,5118,460,1,1,0,0
468,4,2015-06-18,5698,657,1,1,0,0
478,4,2015-06-18,7142,710,1,1,0,0
495,4,2015-06-18,6528,445,1,1,0,0
526,4,2015-06-18,11761,1541,1,1,0,0
529,4,2015-06-18,8694,812,1,1,0,0
530,4,2015-06-18,4793,824,1,1,0,0
540,4,2015-06-18,8229,482,1,1,0,0
546,4,2015-06-18,14881,1767,1,1,0,0
582,4,2015-06-18,5781,732,1,1,0,0
594,4,2015-06-18,4638,496,1,1,0,0
595,4,2015-06-18,14043,1647,1,1,0,0
597,4,2015-06-18,4917,740,1,1,0,0
602,4,2015-06-18,6161,592,1,1,0,0
622,4,2015-06-18,4619,426,1,1,0,0
662,4,2015-06-18,9215,856,1,1,0,0
678,4,2015-06-18,7932,823,1,1,0,0
701,4,2015-06-18,6431,602,1,1,0,0
728,4,2015-06-18,5405,444,1,1,0,0
742,4,2015-06-18,8603,876,1,1,0,0
756,4,2015-06-18,17356,2260,1,1,0,0
766,4,2015-06-18,6688,560,1,1,0,0
782,4,2015-06-18,7254,614,1,1,0,0
783,4,2015-06-18,7687,713,1,1,0,0
793,4,2015-06-18,5273,483,1,1,0,0
799,4,2015-06-18,10458,910,1,1,0,0
811,4,2015-06-18,3814,621,1,1,0,0
812,4,2015-06-18,6875,807,1,1,0,0
815,4,2015-06-18,5808,571,1,1,0,0
823,4,2015-06-18,6362,595,1,1,0,0
825,4,2015-06-18,4901,559,1,1,0,0
831,4,2015-06-18,14860,1746,1,1,0,0
843,4,2015-06-18,8949,965,1,1,0,0
845,4,2015-06-18,5207,369,1,1,0,0
849,4,2015-06-18,8105,823,1,1,0,0
875,4,2015-06-18,5362,474,1,1,0,0
881,4,2015-06-18,3897,603,1,1,0,0
895,4,2015-06-18,8456,774,1,1,0,0
897,4,2015-06-18,3332,330,1,1,0,0
903,4,2015-06-18,10498,757,1,1,0,0
904,4,2015-06-18,5195,416,1,1,0,0
936,4,2015-06-18,6932,838,1,1,0,0
951,4,2015-06-18,9304,789,1,1,0,0
963,4,2015-06-18,11635,1081,1,1,0,0
973,4,2015-06-18,7645,861,1,1,0,0
983,4,2015-06-18,9001,1165,1,1,0,0
984,4,2015-06-18,7090,744,1,1,0,0
988,4,2015-06-18,5562,792,1,1,0,0
993,4,2015-06-18,8853,784,1,1,0,0
1020,4,2015-06-18,7311,891,1,1,0,0
1029,4,2015-06-18,6631,877,1,1,0,0
1041,4,2015-06-18,6407,653,1,1,0,0
1046,4,2015-06-18,9907,706,1,1,0,0
1067,4,2015-06-18,7917,564,1,1,0,0
1070,4,2015-06-18,6711,779,1,1,0,0
1088,4,2015-06-18,6227,550,1,1,0,0
1097,4,2015-06-18,10720,2637,1,1,0,0
1109,4,2015-06-18,5227,400,1,1,0,0
11,3,2015-06-17,8557,1174,1,1,0,0
32,3,2015-06-17,5405,588,1,1,0,0
45,3,2015-06-17,6129,437,1,1,0,0
52,3,2015-06-17,7157,420,1,1,0,0
57,3,2015-06-17,9884,859,1,1,0,0
71,3,2015-06-17,10307,781,1,1,0,0
87,3,2015-06-17,6704,830,1,1,0,0
89,3,2015-06-17,5712,634,1,1,0,0
97,3,2015-06-17,7856,700,1,1,0,0
102,3,2015-06-17,8412,1166,1,1,0,0
110,3,2015-06-17,4354,557,1,1,0,0
114,3,2015-06-17,5900,601,1,1,0,0
129,3,2015-06-17,9706,1175,1,1,0,0
193,3,2015-06-17,7040,925,1,1,0,0
209,3,2015-06-17,5997,586,1,1,0,0
211,3,2015-06-17,14994,1669,1,1,0,0
219,3,2015-06-17,3631,460,1,1,0,0
221,3,2015-06-17,6312,544,1,1,0,0
232,3,2015-06-17,4322,357,1,1,0,0
266,3,2015-06-17,5017,573,1,1,0,0
275,3,2015-06-17,8346,725,1,1,0,0
276,3,2015-06-17,4112,520,1,1,0,0
290,3,2015-06-17,8638,747,1,1,0,0
293,3,2015-06-17,6795,808,1,1,0,0
297,3,2015-06-17,8521,786,1,1,0,0
307,3,2015-06-17,2948,283,1,1,0,0
319,3,2015-06-17,7874,797,1,1,0,0
320,3,2015-06-17,15155,2036,1,1,0,0
324,3,2015-06-17,6121,737,1,1,0,0
333,3,2015-06-17,11883,1343,1,1,0,0
347,3,2015-06-17,5174,416,1,1,0,0
355,3,2015-06-17,8736,1033,1,1,0,0
356,3,2015-06-17,6585,440,1,1,0,0
362,3,2015-06-17,9862,1187,1,1,0,0
366,3,2015-06-17,6526,584,1,1,0,0
368,3,2015-06-17,13468,909,1,1,0,0
372,3,2015-06-17,9142,710,1,1,0,0
381,3,2015-06-17,9774,1003,1,1,0,0
382,3,2015-06-17,8956,639,1,1,0,0
399,3,2015-06-17,6860,644,1,1,0,0
429,3,2015-06-17,5399,410,1,1,0,0
436,3,2015-06-17,5885,639,1,1,0,0
452,3,2015-06-17,5384,464,1,1,0,0
468,3,2015-06-17,6282,621,1,1,0,0
478,3,2015-06-17,7941,739,1,1,0,0
495,3,2015-06-17,5849,415,1,1,0,0
526,3,2015-06-17,12768,1558,1,1,0,0
529,3,2015-06-17,8431,747,1,1,0,0
530,3,2015-06-17,4634,844,1,1,0,0
540,3,2015-06-17,8213,530,1,1,0,0
546,3,2015-06-17,15245,1686,1,1,0,0
582,3,2015-06-17,8362,918,1,1,0,0
594,3,2015-06-17,4541,460,1,1,0,0
595,3,2015-06-17,16926,1821,1,1,0,0
597,3,2015-06-17,5855,757,1,1,0,0
602,3,2015-06-17,7099,636,1,1,0,0
622,3,2015-06-17,5107,437,1,1,0,0
662,3,2015-06-17,10050,777,1,1,0,0
678,3,2015-06-17,9093,937,1,1,0,0
701,3,2015-06-17,7096,648,1,1,0,0
728,3,2015-06-17,5861,481,1,1,0,0
742,3,2015-06-17,9242,900,1,1,0,0
756,3,2015-06-17,19288,2468,1,1,0,0
766,3,2015-06-17,6994,582,1,1,0,0
782,3,2015-06-17,5916,531,1,1,0,0
783,3,2015-06-17,7187,687,1,1,0,0
793,3,2015-06-17,6404,510,1,1,0,0
799,3,2015-06-17,10697,877,1,1,0,0
